"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dense",0.552562256767948,9.07171744175424,23.7391666792971,14.8447829504559,14.8445069174393,1.33550679362092
"Sparse",0.848164277469362,9.07171744175424,23.7140275953534,14.7263209914671,14.7287014521701,1.31591356037824
