"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dimorphic",6.81422972574713,7.94410285411183,19.606760528121,14.7150680604216,14.741132125783,1.25253062379978
"Monomorphic",38.0949046999617,7.94410285411183,19.6641015339308,15.2770144902162,15.0928073964925,1.26014215875556
