"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Anthocyanin",0.743877166400241,9.92169820566912,25.1765191138104,14.817760494027,14.8183509929698,1.27596702607919
"None",0.957518322533202,9.92169820566912,25.1791028591579,14.8438466727406,14.8428780720204,1.27812074274393
