"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Erect",0.552877681346339,9.60955517977429,24.805119225805,14.8333831233341,14.8331875051968,1.30400590108601
"Nodding",0.509015095806642,9.60955517977429,24.8002146266396,14.8146165364056,14.8147743375697,1.29967416863246
