"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Anthocyanin",0.706525656704695,6.5755782288583e-12,26.2235625575521,1940.81538835939,1940.86168257342,69.3147062546575
"None",0.899364625288673,6.5755782288583e-12,26.2235625575521,1891.36283396918,1940.86168256809,69.3147062546575
