"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Erect",0.573548660553245,8.88080135703422e-11,26.2235625575521,2458.44151823258,1940.71719995756,69.3147074644279
"Nodding",0.503103697788889,8.88080135703422e-11,26.2235625575522,1940.71733475347,1940.71719967858,69.314707464428
