"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dense",0.49283205877107,3.32863371528275e-11,26.2235625575521,1926.31270816109,1940.23141987499,69.3147112134468
"Sparse",0.66655951139986,3.32863371528275e-11,26.2235625575521,1940.84829500693,1940.23141988383,69.3147112134468
