"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dimorphic",6.80977750391536,1.39248090073895e-10,26.2235625575521,1916.32622220111,1941.0065948457,69.3147146178277
"Monomorphic",39.5447992494752,1.39248090073895e-10,26.2235625575521,1943.56970043681,1941.00659484611,69.3147146178277
