"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Anthocyanin",0.6752082196732,5.46900794758048e-10,26.2235625575521,91.1163170365245,91.1132690870101,69.3147083336807
"None",0.888547341264491,5.46900794758048e-10,26.2235625575521,91.1078251618287,91.1132690869231,69.3147083336807
