"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dimorphic",43.6837298233302,3.08870632336355e-09,26.2235625575521,91.1047786206125,91.1059842651659,69.3147072299299
"Monomorphic",249.59881897866,3.08870632336355e-09,26.2235625575522,91.1294824548482,91.1059842653807,69.3147072304031
