"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dense",0.511212504353266,2.04429529192042e-10,26.2235625575521,91.0166246971499,91.0151223246045,69.3147076337946
"Sparse",0.752312067332553,2.04429529192042e-10,26.2235625575521,91.0117143917727,91.0151223246034,69.3147076337936
