species,longitude,latitude
barbatus,-99.151869,20.021904
barbatus,-99.153542,19.023456
barbatus,-99.155,19.367222
barbatus,-99.155817,20.035451
barbatus,-99.156403,19.234922
barbatus,-99.157325,19.552244
barbatus,-99.158167,19.568377
barbatus,-99.163136,19.565497
barbatus,-99.17028,19.27111
barbatus,-99.173333,19.253333
barbatus,-99.173425,19.305476
barbatus,-99.174722,19.9875
barbatus,-99.176111,19.288333
barbatus,-99.18014,19.324469
barbatus,-99.180458,19.326605
barbatus,-99.180476,19.326577
barbatus,-99.180701,19.313045
barbatus,-99.180778,19.31327
barbatus,-99.181056,19.313328
barbatus,-99.18145,19.313295
barbatus,-99.181534,19.313521
barbatus,-99.181684,19.324145
barbatus,-99.181951,19.324923
barbatus,-99.182093,19.262881
barbatus,-99.182253,19.325338
barbatus,-99.182312,19.325345
barbatus,-99.1825,19.301667
barbatus,-99.1825,19.3174
barbatus,-99.182552,19.310899
barbatus,-99.1826043,19.3022907
barbatus,-99.182845,19.324648
barbatus,-99.182892,19.314226
barbatus,-99.182998,19.31411
barbatus,-99.183013,19.314567
barbatus,-99.183013,19.314567
barbatus,-99.183138,19.315285
barbatus,-99.18335,19.316513
barbatus,-99.183395,19.324238
barbatus,-99.183422,19.316158
barbatus,-99.184368,19.31889
barbatus,-99.18463,19.323433
barbatus,-99.184871,19.323334
barbatus,-99.185,19.328611
barbatus,-99.185167,19.32328
barbatus,-99.185362,19.319961
barbatus,-99.186343,19.301649
barbatus,-99.186813,19.316088
barbatus,-99.186861,19.315939
barbatus,-99.187248,19.290643
barbatus,-99.189094,19.592629
barbatus,-99.189257,19.321201
barbatus,-99.189506,19.319567
barbatus,-99.189667,19.261129
barbatus,-99.191313,19.31627
barbatus,-99.192467,19.294132
barbatus,-99.192651,19.318042
barbatus,-99.1927736,19.3151841
barbatus,-99.193583,19.319648
barbatus,-99.193717,19.317642
barbatus,-99.193792,19.314444
barbatus,-99.193885,19.29908
barbatus,-99.194437,19.289597
barbatus,-99.194885,19.317604
barbatus,-99.195,19.306667
barbatus,-99.196055,19.296079
barbatus,-99.196251,19.29608
barbatus,-99.196486,19.295976
barbatus,-99.196721,19.289549
barbatus,-99.19685,19.296076
barbatus,-99.196857,19.296046
barbatus,-99.197,19.317
barbatus,-99.197104,19.296218
barbatus,-99.197151,19.296267
barbatus,-99.19722,19.24833
barbatus,-99.197312,19.296457
barbatus,-99.197355,19.296483
barbatus,-99.197423,19.289467
barbatus,-99.197524,19.296702
barbatus,-99.198315,19.296956
barbatus,-99.198458,19.296962
barbatus,-99.1985327,19.3072804
barbatus,-99.19857,19.293797
barbatus,-99.19857,19.293797
barbatus,-99.19857,19.293797
barbatus,-99.198682,19.291966
barbatus,-99.198868,19.288391
barbatus,-99.198889,19.291667
barbatus,-99.199474,19.297299
barbatus,-99.199583,19.287955
barbatus,-99.2,19.816667
barbatus,-99.200747,19.250456
barbatus,-99.200807,19.270036
barbatus,-99.201007,19.287651
barbatus,-99.201537,19.288418
barbatus,-99.202154,19.263046
barbatus,-99.203683,19.254051
barbatus,-99.204,19.3013
barbatus,-99.204643,19.26397
barbatus,-99.2057,19.3192
barbatus,-99.206183,21.47726
barbatus,-99.206842,19.253588
barbatus,-99.20735,19.262135
barbatus,-99.208624,19.261849
barbatus,-99.209746,19.304057
barbatus,-99.209859,19.304044
barbatus,-99.210122,19.260205
barbatus,-99.210247,19.304485
barbatus,-99.210301,19.259996
barbatus,-99.210325,19.259971
barbatus,-99.21038,19.304271
barbatus,-99.210572,19.304454
barbatus,-99.210615,19.259815
barbatus,-99.210641,19.259801
barbatus,-99.210708,19.304383
barbatus,-99.211328,19.259686
barbatus,-99.211364,19.259675
barbatus,-99.211623,19.259556
barbatus,-99.212063,19.245768
barbatus,-99.212123,19.259532
barbatus,-99.212156,19.259361
barbatus,-99.212493,19.259643
barbatus,-99.2127,19.2207
barbatus,-99.2127,19.2207
barbatus,-99.212801,19.246105
barbatus,-99.212836,19.246033
barbatus,-99.212921,19.259741
barbatus,-99.2133995,19.422862
barbatus,-99.2133995,19.422862
barbatus,-99.213706,19.25977
barbatus,-99.214171,19.266189
barbatus,-99.214216,19.247255
barbatus,-99.214244,19.247364
barbatus,-99.214536,19.259999
barbatus,-99.215014,19.25991
barbatus,-99.215168,19.259874
barbatus,-99.215315,19.243849
barbatus,-99.21538,19.259412
barbatus,-99.215442,19.259984
barbatus,-99.215696,19.262006
barbatus,-99.215696,19.262006
barbatus,-99.215696,19.262006
barbatus,-99.215696,19.262006
barbatus,-99.215696,19.262006
barbatus,-99.215972,19.260432
barbatus,-99.216517,19.401748
barbatus,-99.216656,19.260297
barbatus,-99.21673,19.259895
barbatus,-99.217137,19.407306
barbatus,-99.21723,19.260741
barbatus,-99.217759,19.408059
barbatus,-99.218327,19.408235
barbatus,-99.220558,19.405133
barbatus,-99.220658,19.405112
barbatus,-99.221389,19.3425
barbatus,-99.221389,19.3425
barbatus,-99.221944,19.188333
barbatus,-99.221944,19.188333
barbatus,-99.22195,19.246572
barbatus,-99.22495,19.364331
barbatus,-99.2251054,19.3089543
barbatus,-99.2275,19.862222
barbatus,-99.228858,19.232092
barbatus,-99.230309,19.73249
barbatus,-99.233349,19.331147
barbatus,-99.237005,19.329307
barbatus,-99.237778,19.661389
barbatus,-99.2379738,19.9183039
barbatus,-99.238895,19.329171
barbatus,-99.239729,19.329193
barbatus,-99.24,19.38
barbatus,-99.241328,19.329471
barbatus,-99.241482,19.518139
barbatus,-99.241667,19.291667
barbatus,-99.243844,19.380784
barbatus,-99.244722,19.754167
barbatus,-99.244722,19.754167
barbatus,-99.246644,19.746123
barbatus,-99.246728,19.343913
barbatus,-99.247607,19.999997
barbatus,-99.247607,19.999997
barbatus,-99.247778,21.405
barbatus,-99.2483754,21.4264212
barbatus,-99.251389,19.288889
barbatus,-99.252886,18.976294
barbatus,-99.2539,20.79856
barbatus,-99.253946,19.368933
barbatus,-99.254145,19.473285
barbatus,-99.256553,19.733638
barbatus,-99.257277,19.483728
barbatus,-99.258218,19.46979
barbatus,-99.258333,19.675
barbatus,-99.260082,19.640196
barbatus,-99.261944,19.770556
barbatus,-99.261944,19.770556
barbatus,-99.261944,19.770556
barbatus,-99.262246,19.347559
barbatus,-99.2628,20.80336
barbatus,-99.265278,19.696111
barbatus,-99.267573,19.33749
barbatus,-99.269363,19.470529
barbatus,-99.27,19.18
barbatus,-99.288391,19.54133
barbatus,-99.292633,19.467041
barbatus,-99.293183,19.521686
barbatus,-99.29615,19.47388
barbatus,-99.3056716,19.6961639
barbatus,-99.305755,19.507616
barbatus,-99.312219,20.623461
barbatus,-99.313056,19.621944
barbatus,-99.313889,19.625
barbatus,-99.313905,19.543354
barbatus,-99.314167,19.778889
barbatus,-99.314722,19.635
barbatus,-99.3176,19.4475
barbatus,-99.322778,19.697222
barbatus,-99.323157,19.410676
barbatus,-99.325,19.441667
barbatus,-99.325,19.708333
barbatus,-99.325,19.708333
barbatus,-99.327349,19.275612
barbatus,-99.3276401,19.3894892
barbatus,-99.33,19.86
barbatus,-99.330705,19.343303
barbatus,-99.333333,19.733333
barbatus,-99.336389,19.641667
barbatus,-99.336389,19.641667
barbatus,-99.3473,19.3441
barbatus,-99.3473,19.3441
barbatus,-99.3473,19.3441
barbatus,-99.35,20.75
barbatus,-99.354167,19.635
barbatus,-99.358333,19.675
barbatus,-99.369795,19.290924
barbatus,-99.375,19.591667
barbatus,-99.378611,19.656667
barbatus,-99.378611,19.656667
barbatus,-99.3801174,19.4181207
barbatus,-99.393889,19.645556
barbatus,-99.4,19.633333
barbatus,-99.4025,17.8347
barbatus,-99.4364,19.9678
barbatus,-99.441667,18.461667
barbatus,-99.4625,20.1125
barbatus,-99.468669,19.210322
barbatus,-99.504444,18.564167
barbatus,-99.543055,20.9175
barbatus,-99.551667,20.926111
barbatus,-99.564444,20.915278
barbatus,-99.58,18.57194
barbatus,-99.5834205,20.918083
barbatus,-99.587049,20.91528
barbatus,-99.591317,20.861181
barbatus,-99.591667,21.135
barbatus,-99.611472,18.605917
barbatus,-99.633333,20.11
barbatus,-99.648055,21.118056
barbatus,-99.65084,20.378668
barbatus,-99.658257,21.083748
barbatus,-99.660481,21.098583
barbatus,-99.661111,18.556389
barbatus,-99.661887,21.081375
barbatus,-99.662833,21.327367
barbatus,-99.66494,19.361126
barbatus,-99.6675,21.149444
barbatus,-99.687616,19.311829
barbatus,-99.68838,19.310295
barbatus,-99.689964,19.311197
barbatus,-99.694245,20.829772
barbatus,-99.695555,21.157222
barbatus,-99.6957601,21.1581388
barbatus,-99.706863,19.310469
barbatus,-99.718611,21.266667
barbatus,-99.728458,20.310822
barbatus,-99.75,23.7
barbatus,-99.753114,20.745533
barbatus,-99.759411,20.755362
barbatus,-99.793154,19.87255
barbatus,-99.797902,20.678475
barbatus,-99.800209,20.679084
barbatus,-99.800587,20.681104
barbatus,-99.801296,20.684475
barbatus,-99.80697,23.88606
barbatus,-99.811944,17.665
barbatus,-99.81394,20.118879
barbatus,-99.815603,19.362476
barbatus,-99.821389,21.371944
barbatus,-99.823056,17.705556
barbatus,-99.823056,17.705556
barbatus,-99.833333,21.178333
barbatus,-99.836334,20.691002
barbatus,-99.841431,19.964106
barbatus,-99.869348,20.457121
barbatus,-99.870278,17.696389
barbatus,-99.870278,17.696389
barbatus,-99.878025,21.281315
barbatus,-99.881775,19.801855
barbatus,-99.894167,17.7275
barbatus,-99.894167,17.7275
barbatus,-99.894167,17.7275
barbatus,-99.894167,17.7275
barbatus,-99.898583,17.724222
barbatus,-99.9,19.72
barbatus,-99.905302,19.725303
barbatus,-99.927457,19.709291
barbatus,-99.937694,17.696778
barbatus,-99.946667,27.400556
barbatus,-99.946667,27.400556
barbatus,-99.954033,19.207547
barbatus,-99.960555,19.804444
barbatus,-99.968611,20.756944
barbatus,-99.972055,20.750083
barbatus,-99.980667,19.946289
barbatus,-100.001528,20.112778
barbatus,-100.006111,24.757222
barbatus,-100.033333,20.783333
barbatus,-100.045,20.791667
barbatus,-100.054423,19.001341
barbatus,-100.097722,19.97575
barbatus,-100.097722,19.97575
barbatus,-100.097722,19.97575
barbatus,-100.097722,19.97575
barbatus,-100.098,19.97575
barbatus,-100.110278,19.196111
barbatus,-100.1175,18.960278
barbatus,-100.134232,20.953495
barbatus,-100.1343,20.954332
barbatus,-100.150278,20.9475
barbatus,-100.151667,18.905
barbatus,-100.163497,21.257394
barbatus,-100.1690954,20.9023158
barbatus,-100.193718,21.106779
barbatus,-100.200278,20.915
barbatus,-100.200278,20.915
barbatus,-100.215,21.211667
barbatus,-100.236389,21.3125
barbatus,-100.26635,20.404781
barbatus,-100.278333,21.305
barbatus,-100.278333,21.305
barbatus,-100.308333,21.196667
barbatus,-100.358,19.4372
barbatus,-100.358611,19.4375
barbatus,-100.371039,21.542692
barbatus,-100.37833,20.92528
barbatus,-100.392385,21.548886
barbatus,-100.403611,21.275278
barbatus,-100.432807,20.866445
barbatus,-100.444754,19.483783
barbatus,-100.452126,20.821836
barbatus,-100.4654192,21.1130363
barbatus,-100.47907,20.17026
barbatus,-100.493333,19.486667
barbatus,-100.498611,21.461667
barbatus,-100.519958,20.811797
barbatus,-100.525283,20.808947
barbatus,-100.528,22.06894
barbatus,-100.532014,20.806878
barbatus,-100.536392,20.809444
barbatus,-100.548714,20.821487
barbatus,-100.641667,19.781667
barbatus,-100.661,21.98667
barbatus,-100.672317,21.143434
barbatus,-100.693417,22.099806
barbatus,-100.707222,20.018056
barbatus,-100.715631,20.862599
barbatus,-100.756697,20.84082
barbatus,-100.773055,20.825042
barbatus,-100.798333,20.805
barbatus,-100.819,22.3
barbatus,-100.920747,20.847182
barbatus,-100.920762,20.847192
barbatus,-100.921053,20.84725
barbatus,-100.921352,20.847688
barbatus,-100.947018,22.027728
barbatus,-100.99097,22.029035
barbatus,-100.996361,22.024361
barbatus,-100.996361,22.024361
barbatus,-101.009806,22.050477
barbatus,-101.045015,20.83502
barbatus,-101.045015,20.83502
barbatus,-101.069137,21.950972
barbatus,-101.082287,21.969793
barbatus,-101.082287,21.969793
barbatus,-101.0863175,19.6894915
barbatus,-101.093333,20.285
barbatus,-101.094071,19.749264
barbatus,-101.094687,20.647936
barbatus,-101.11667,19.68333
barbatus,-101.117,19.683
barbatus,-101.132961,19.616711
barbatus,-101.133,19.6178
barbatus,-101.133333,19.616667
barbatus,-101.133333,19.618333
barbatus,-101.133333,19.618333
barbatus,-101.133566,20.183677
barbatus,-101.135861,19.682833
barbatus,-101.136944,19.693611
barbatus,-101.137117,19.705833
barbatus,-101.143055,19.6925
barbatus,-101.147778,19.641667
barbatus,-101.148333,19.676667
barbatus,-101.15,22.166667
barbatus,-101.15,22.16667
barbatus,-101.150833,19.623889
barbatus,-101.151111,19.693333
barbatus,-101.151111,19.693333
barbatus,-101.151111,19.693333
barbatus,-101.151667,19.651667
barbatus,-101.151667,19.651667
barbatus,-101.161136,22.085981
barbatus,-101.176667,19.793333
barbatus,-101.176667,19.793333
barbatus,-101.1812,22.174653
barbatus,-101.187559,19.6387
barbatus,-101.19292,21.148
barbatus,-101.194167,21.071944
barbatus,-101.219095,20.924333
barbatus,-101.226212,20.991481
barbatus,-101.227513,21.025038
barbatus,-101.251522,20.994791
barbatus,-101.251543,20.994838
barbatus,-101.252323,20.994261
barbatus,-101.252403,20.070072
barbatus,-101.252649,20.993344
barbatus,-101.253286,20.984629
barbatus,-101.255,21.015
barbatus,-101.2667,21
barbatus,-101.324908,21.260357
barbatus,-101.351967,21.485019
barbatus,-101.356667,21.798333
barbatus,-101.359771,21.486985
barbatus,-101.361389,21.011389
barbatus,-101.36409,21.51486
barbatus,-101.368759,19.769686
barbatus,-101.373086,20.988491
barbatus,-101.380747,21.004297
barbatus,-101.38722,19.60361
barbatus,-101.388055,19.606944
barbatus,-101.38806,19.60694
barbatus,-101.392423,21.496867
barbatus,-101.396667,21.151667
barbatus,-101.428333,19.895
barbatus,-101.428333,19.895
barbatus,-101.428333,19.895
barbatus,-101.433688,21.144169
barbatus,-101.435,19.88306
barbatus,-101.447222,18.203889
barbatus,-101.49,21.340556
barbatus,-101.546931,21.200256
barbatus,-101.5536217,21.3208873
barbatus,-101.561462,21.330345
barbatus,-101.578611,19.627778
barbatus,-101.588333,19.546389
barbatus,-101.593333,21.865
barbatus,-101.6,19.529444
barbatus,-101.634132,21.318534
barbatus,-101.636119,21.379768
barbatus,-101.636119,21.379768
barbatus,-101.638333,19.404722
barbatus,-101.64241,21.389484
barbatus,-101.652,21.6411
barbatus,-101.655,19.901667
barbatus,-101.655544,21.398732
barbatus,-101.663333,21.723333
barbatus,-101.674,21.723
barbatus,-101.677,21.552
