species,longitude,latitude
barbatus,-101.67725,21.551717
barbatus,-101.68,21.118333
barbatus,-101.731836,20.499748
barbatus,-101.764,19.91
barbatus,-101.813466,21.934821
barbatus,-101.843043,21.866023
barbatus,-101.86635,21.921687
barbatus,-101.887042,21.922381
barbatus,-101.888161,21.930006
barbatus,-101.903343,20.528285
barbatus,-101.913986,21.929988
barbatus,-101.91409,21.921962
barbatus,-101.916575,21.940453
barbatus,-101.929167,21.940556
barbatus,-102.040704,19.437005
barbatus,-102.111,22.2273
barbatus,-102.122934,21.313854
barbatus,-102.122934,21.313854
barbatus,-102.225,21.66667
barbatus,-102.228333,21.658333
barbatus,-102.295,21.6655
barbatus,-102.343158,21.95968
barbatus,-102.355106,21.979013
barbatus,-102.366667,19.9
barbatus,-102.366667,19.9
barbatus,-102.36667,19.9
barbatus,-102.36667,19.9
barbatus,-102.36667,19.9
barbatus,-102.367,19.9
barbatus,-102.419358,21.882345
barbatus,-102.422713,21.877328
barbatus,-102.423033,21.876647
barbatus,-102.423125,21.876663
barbatus,-102.423187,21.87725
barbatus,-102.423255,21.877328
barbatus,-102.521417,22.170889
barbatus,-102.523,21.80246
barbatus,-102.570427,22.192717
barbatus,-102.574,21.9001
barbatus,-102.57729,21.77556
barbatus,-102.57954,22.31595
barbatus,-102.588,21.7681
barbatus,-102.608,21.9174
barbatus,-102.61624,22.27107
barbatus,-102.652412,21.714047
barbatus,-102.65495,21.76557
barbatus,-102.66667,21.91667
barbatus,-102.69165,21.74282
barbatus,-102.718331,21.846111
barbatus,-102.718333,19.991667
barbatus,-102.718333,21.845
barbatus,-102.718333,21.845
barbatus,-102.720432,21.751311
barbatus,-102.72257,22.08786
barbatus,-102.737522,21.743311
barbatus,-102.73823,21.71261
barbatus,-102.787726,21.626041
barbatus,-102.7956,21.64747
barbatus,-102.86761,21.58474
barbatus,-103.090167,23.461778
barbatus,-103.171667,20.508333
barbatus,-103.221944,21.35
barbatus,-103.224785,20.331583
barbatus,-103.225,25.10833
barbatus,-103.225,25.10833
barbatus,-103.231158,25.134106
barbatus,-103.25,25.16667
barbatus,-103.25,25.16667
barbatus,-103.25,25.167
barbatus,-103.2650287,25.3313541
barbatus,-103.270369,25.157036
barbatus,-103.372313,20.766267
barbatus,-103.431667,20.959444
barbatus,-103.438333,20.648333
barbatus,-103.484,19.7897
barbatus,-103.493611,20.783056
barbatus,-103.526698,20.717679
barbatus,-103.5610801,20.381698
barbatus,-103.591211,20.802864
barbatus,-103.595774,22.337076
barbatus,-103.621667,22.361667
barbatus,-103.621667,22.361667
barbatus,-103.630555,20.716667
barbatus,-103.641667,23.631667
barbatus,-103.779444,27.194722
barbatus,-103.78,23.7152
barbatus,-103.78,27.19
barbatus,-103.780278,23.740833
barbatus,-103.794444,23.744167
barbatus,-103.911344,20.242625
barbatus,-104.025555,23.591667
barbatus,-104.053611,23.622222
barbatus,-104.08333,23.45583
barbatus,-104.125425,23.725439
barbatus,-104.133007,23.74107
barbatus,-104.133333,23.436667
barbatus,-104.141667,23.425
barbatus,-104.15611,20.26556
barbatus,-104.17,23.403056
barbatus,-104.175,23.408333
barbatus,-104.177778,23.4
barbatus,-104.182674,23.399791
barbatus,-104.247625,23.429956
barbatus,-104.252,23.3925
barbatus,-104.32,24.811667
barbatus,-104.385472,23.770387
barbatus,-104.425278,23.768611
barbatus,-104.695463,24.020298
barbatus,-104.702274,23.60795
barbatus,-104.726291,23.679423
barbatus,-104.746,23.9923
barbatus,-104.758333,23.841667
barbatus,-104.76,23.8
barbatus,-104.7625,23.80111
barbatus,-104.7625,23.801111
barbatus,-104.7625,23.801111
barbatus,-104.763,23.8011
barbatus,-104.76666,23.86666
barbatus,-104.766667,23.866667
barbatus,-104.766667,23.866667
barbatus,-104.76667,23.86667
barbatus,-104.76667,23.86667
barbatus,-104.783333,21.283333
barbatus,-104.783889,24.9275
barbatus,-104.784433,23.97735
barbatus,-104.787222,24.931111
barbatus,-104.794636,24.939215
barbatus,-104.798452,23.964513
barbatus,-104.8178751,23.967985
barbatus,-104.841156,24.003978
barbatus,-104.8553378,23.9282975
barbatus,-104.877291,23.937349
barbatus,-104.9,23.93
barbatus,-104.9,23.93
barbatus,-104.906,23.9306
barbatus,-104.906389,23.930556
barbatus,-104.906389,23.930556
barbatus,-104.90639,23.93056
barbatus,-104.917183,23.931933
barbatus,-104.94,23.92
barbatus,-104.946,23.9212
barbatus,-104.953,23.918
barbatus,-104.959372,25.083656
barbatus,-104.998,23.9084
barbatus,-104.998211,23.919394
barbatus,-105,23.916667
barbatus,-105,23.91778
barbatus,-105.031836,23.901863
barbatus,-105.043333,25.746667
barbatus,-105.111874,28.7422426
barbatus,-105.15,28.783
barbatus,-105.15,28.78333
barbatus,-105.158333,28.791667
barbatus,-105.214167,24.921111
barbatus,-105.3,28.48333
barbatus,-105.3,28.65
barbatus,-105.3,28.65
barbatus,-105.3,28.65
barbatus,-105.3,28.65
barbatus,-105.403278,23.75899
barbatus,-105.533333,25.083333
barbatus,-105.56198,25.105318
barbatus,-105.630411,25.261837
barbatus,-105.663494,26.932734
barbatus,-105.694444,25.643056
barbatus,-105.708261,25.638199
barbatus,-105.758799,25.358696
barbatus,-105.763,25.3555
barbatus,-105.802222,23.4225
barbatus,-105.81028,23.39778
barbatus,-105.851389,23.443056
barbatus,-105.870222,25.800306
barbatus,-105.887088,28.594037
barbatus,-105.887088,28.594037
barbatus,-106.003611,26.834444
barbatus,-106.014376,26.822309
barbatus,-106.21861,28.96611
barbatus,-106.21861,28.96611
barbatus,-106.21861,28.96611
barbatus,-106.345507,28.863785
barbatus,-106.345507,28.863785
barbatus,-106.362,29.1564
barbatus,-106.374435,29.082576
barbatus,-106.426667,23.938333
barbatus,-106.433333,24.241667
barbatus,-106.466749,28.800396
barbatus,-106.493268,28.794666
barbatus,-106.496572,28.79083
barbatus,-106.501304,28.817829
barbatus,-106.502495,28.786316
barbatus,-106.508815,25.57535
barbatus,-106.514847,28.791973
barbatus,-106.524722,29.072222
barbatus,-106.525,25.141667
barbatus,-106.53923,29.069974
barbatus,-106.578333,26.950556
barbatus,-106.604371,28.52151
barbatus,-106.616389,29.083056
barbatus,-106.629513,26.956137
barbatus,-106.698572,28.342907
barbatus,-106.771883,28.282783
barbatus,-106.83,28.233
barbatus,-106.837167,28.241305
barbatus,-106.89336,28.26768
barbatus,-107.055204,27.916969
barbatus,-107.06064,26.740001
barbatus,-107.069321,28.404085
barbatus,-107.350555,28.434444
barbatus,-107.411667,28.406111
barbatus,-107.457,28.546
barbatus,-107.4811,28.2147
barbatus,-107.483333,28.216667
barbatus,-107.492401,28.55514
barbatus,-107.512778,27.314722
barbatus,-107.52147,28.123684
barbatus,-107.567222,27.148333
barbatus,-107.611194,27.530458
barbatus,-108.211083,28.183
barbatus,-108.211083,28.183
barbatus,-108.211083,28.183
barbatus,-108.273889,29.686944
barbatus,-108.5,28.5
barbatus,-108.893,30.6338
barbatus,-114.816667,32.266667
barbatus,-114.816667,32.266667
barbatus,-116.543119,32.299509
exilis,-98.55,20.083333
exilis,-98.666,20.133
exilis,-98.699167,19.560278
exilis,-98.7029,20.1964
exilis,-98.7029,20.1964
exilis,-98.7029,20.1964
exilis,-98.7097,20.1817
exilis,-98.709722,20.176389
exilis,-98.7125,20.178333
exilis,-98.712611,20.178583
exilis,-98.713671,20.191067
exilis,-98.713702,20.191064
exilis,-98.716684,20.186056
exilis,-98.716997,20.186632
exilis,-98.722936,20.180035
exilis,-98.72585,20.165303
exilis,-98.7274667,20.1971536
exilis,-98.727778,20.176389
exilis,-98.728609,20.158455
exilis,-98.728611,20.168056
exilis,-98.729167,20.2125
exilis,-98.73,20.17
exilis,-98.730556,20.213889
exilis,-98.730556,20.213889
exilis,-98.731667,20.215
exilis,-98.733333,20.2
exilis,-98.733333,20.216667
exilis,-98.733333,20.216667
exilis,-98.735556,20.186389
exilis,-98.735556,20.186389
exilis,-98.736107,20.123485
exilis,-98.736107,20.123485
exilis,-98.7363,20.19364
exilis,-98.736667,20.123333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.7375,20.183333
exilis,-98.738,20.1713
exilis,-98.738,20.1713
exilis,-98.738031,20.198569
exilis,-98.739031,20.186411
exilis,-98.739031,20.186411
exilis,-98.739031,20.186411
exilis,-98.7395419,20.1929227
exilis,-98.739722,20.185
exilis,-98.739722,20.185
exilis,-98.740278,20.123611
exilis,-98.7439,20.202489
exilis,-98.745833,20.195833
exilis,-98.798611,20.325278
exilis,-98.92944,20.54056
exilis,-98.92944,20.54056
exilis,-99.308333,20.296667
exilis,-100.035,19.0219
exilis,-100.083889,18.95
exilis,-100.083889,18.95
exilis,-100.083889,18.95
exilis,-100.13,18.971667
exilis,-100.131944,18.953056
exilis,-100.131944,18.953056
exilis,-100.131944,18.953056
exilis,-100.131944,18.953056
exilis,-100.131944,18.953056
exilis,-100.983333,19.9
exilis,-100.983333,19.9
exilis,-102.532886,23.950465
exilis,-103.923333,23.62
exilis,-103.927,23.6168
exilis,-104.108333,23.008333
exilis,-104.113011,23.347692
exilis,-104.120556,23.35
exilis,-104.120649,23.285953
exilis,-104.123333,23.341111
exilis,-104.158333,23.275
exilis,-104.305,23.011667
exilis,-104.6,22.913333
exilis,-104.608333,22.941667
exilis,-104.626667,22.931111
exilis,-104.64464,22.916143
exilis,-108.3275,30.140236
fuscus,-94.38125,18.063472
fuscus,-98.445,20.516667
fuscus,-99.06148,18.997491
fuscus,-99.1,18.986667
fuscus,-99.1,18.986667
fuscus,-99.3424,18.46752
fuscus,-99.343886,18.482828
fuscus,-99.58,18.57194
fuscus,-99.58,18.571944
fuscus,-99.58389,19.42917
fuscus,-99.58389,19.42917
fuscus,-99.59,18.961667
fuscus,-99.61861,18.58583
fuscus,-99.618611,18.585833
fuscus,-99.618611,18.585833
fuscus,-99.620278,18.586944
fuscus,-99.63,18.602778
fuscus,-99.639167,18.587778
fuscus,-99.646111,18.579444
fuscus,-99.712222,18.604722
fuscus,-99.75,23.7
fuscus,-99.7597,18.88972
fuscus,-99.79867,18.93747
fuscus,-99.87,19.05
fuscus,-99.87,19.05
fuscus,-99.87805,19.053869
fuscus,-99.87805,19.053869
fuscus,-99.879719,19.052781
fuscus,-99.904956,19.078589
fuscus,-99.909169,19.043086
fuscus,-99.914439,19.098328
fuscus,-99.9325,19.128058
fuscus,-99.939169,19.085828
fuscus,-99.940447,19.073369
fuscus,-99.954439,19.081911
fuscus,-99.968519,19.098428
fuscus,-99.968889,19.036939
fuscus,-99.975658,19.095114
fuscus,-99.99,18.99
fuscus,-99.99,18.99
fuscus,-99.996398,18.990563
fuscus,-100,24
fuscus,-100.005,19.041667
fuscus,-100.008058,19.056108
fuscus,-100.027778,19.102219
fuscus,-100.033333,19.033333
fuscus,-100.033333,19.033333
fuscus,-100.04405,19.044417
fuscus,-100.045497,19.055747
fuscus,-100.056667,19.086667
fuscus,-100.061667,19.106667
fuscus,-100.08,18.95
fuscus,-100.122313,18.951184
fuscus,-100.1253583,18.9558621
fuscus,-100.12624,18.956922
fuscus,-100.13,18.971667
fuscus,-100.131944,18.953056
fuscus,-100.131944,18.953056
fuscus,-100.140389,18.691389
fuscus,-100.147805,18.928028
fuscus,-100.151269,18.91955
fuscus,-100.154444,18.940556
fuscus,-100.15583,18.94083
fuscus,-100.166667,18.916667
fuscus,-100.17,18.85
fuscus,-100.17,18.85
fuscus,-100.17,18.85
fuscus,-100.17,18.85
fuscus,-100.17127,18.946372
fuscus,-100.17127,18.946372
fuscus,-100.171839,18.852492
fuscus,-100.185,18.9394
fuscus,-100.210828,19.041669
fuscus,-100.28305,18.81666
fuscus,-100.28305,18.81666
fuscus,-100.308778,18.881083
fuscus,-100.316667,18.833333
fuscus,-100.332107,18.897067
fuscus,-100.33333,25
fuscus,-100.417,18.85
fuscus,-100.5,25.666667
fuscus,-100.5,25.666667
fuscus,-102.532886,23.950465
fuscus,-103.049,19.5843
fuscus,-103.22194,21.35
fuscus,-103.26,19.978333
fuscus,-103.396,20.4139
fuscus,-103.396,20.4139
fuscus,-103.397,20.4146
fuscus,-103.438333,20.648333
fuscus,-103.45,19.57
fuscus,-103.465,19.818333
fuscus,-103.482,19.7966
fuscus,-103.488,19.7843
fuscus,-103.506667,20.866667
fuscus,-103.506836,20.870408
fuscus,-103.564167,20.725278
fuscus,-103.75,19.95
fuscus,-103.75,19.95
fuscus,-103.751201,19.949999
fuscus,-103.780278,23.740833
fuscus,-103.800433,19.994683
fuscus,-103.8425,19.430556
fuscus,-103.897,20.2913
fuscus,-104.016667,20.323889
fuscus,-104.203055,20.203833
fuscus,-104.302833,20.54945
fuscus,-104.302833,20.54945
fuscus,-104.303,20.549
fuscus,-104.303,20.549
fuscus,-104.392517,20.457583
fuscus,-104.393,20.458
fuscus,-104.405833,20.202778
fuscus,-104.431944,20.438889
fuscus,-104.432194,20.439111
fuscus,-104.432194,20.439111
fuscus,-105.597778,25.083333
fuscus,-105.758333,25.358333
fuscus,-105.759444,25.350833
fuscus,-106.525,25.120833
fuscus,-106.578333,26.950556
fuscus,-107.492401,28.55514
fuscus,-107.567222,27.148333
marcellae,-99.08333,24
marcellae,-99.246623,23.628023
marcellae,-99.275861,23.621306
marcellae,-99.528331,23.963061
marcellae,-99.557778,23.977778
marcellae,-99.55778,23.97778
marcellae,-99.55778,23.97778
marcellae,-99.7,23.96667
marcellae,-99.71222,23.96667
marcellae,-99.712361,23.966667
marcellae,-99.715235,23.993182
marcellae,-99.715235,23.993182
marcellae,-99.715235,23.993182
marcellae,-99.716999,21.106674
marcellae,-99.725121,24.041891
marcellae,-99.733333,23.966667
marcellae,-99.733333,23.966667
marcellae,-99.733333,23.966667
marcellae,-99.77833,23.9575
marcellae,-99.7961,23.9709
marcellae,-99.7961,23.9709
marcellae,-99.799,21.37787
marcellae,-99.803137,24.012614
marcellae,-99.81,24.09
marcellae,-99.812858,23.892967
marcellae,-99.814739,23.925071
marcellae,-99.82438,21.351683
marcellae,-99.82438,21.351683
marcellae,-99.844717,23.802333
marcellae,-99.845,23.81
marcellae,-99.846389,23.949439
marcellae,-99.85,24.7
marcellae,-99.85,24.7
marcellae,-99.866667,24.816667
marcellae,-99.86667,24.81667
marcellae,-99.88,24.61
marcellae,-99.888331,24.596669
marcellae,-99.89,23.82
marcellae,-99.895528,23.810194
marcellae,-99.895528,23.810194
marcellae,-99.8997022,23.8036431
marcellae,-99.90878,23.78636
marcellae,-99.960489,23.751228
marcellae,-100.015547,23.960222
marcellae,-100.024904,24.77524
marcellae,-100.07,24.82
marcellae,-100.076939,24.823889
marcellae,-100.238798,25.426857
marcellae,-100.279736,25.006311
marcellae,-100.338076,21.903542
marcellae,-100.3946,25.745747
marcellae,-100.403611,25.435278
marcellae,-100.576487,25.43417
marcellae,-100.611588,25.343433
marcellae,-100.662927,25.453983
marcellae,-100.662928,25.453527
marcellae,-100.667,25.467
marcellae,-100.716667,25.416667
marcellae,-100.720043,25.38994
marcellae,-100.725,25.405556
marcellae,-100.725,25.40556
marcellae,-100.7799,22.424461
marcellae,-100.78277,22.415531
marcellae,-100.786858,22.411495
marcellae,-100.808144,22.23826
marcellae,-100.808762,25.470678
marcellae,-101.455359,26.803462
nigrescens,-97.086889,17.585417
nigrescens,-97.105972,17.725806
nigrescens,-97.392194,17.702778
nigrescens,-97.413283,17.720057
nigrescens,-97.415167,17.691167
nigrescens,-97.415222,17.691056
nigrescens,-97.41944,17.68833
nigrescens,-97.441667,18.691667
nigrescens,-97.457032,17.43368
nigrescens,-97.465556,18.169722
nigrescens,-97.506912,17.917147
nigrescens,-97.511672,17.85244
nigrescens,-97.525,18.091667
nigrescens,-97.53333,18.01667
nigrescens,-97.53333,18.01667
nigrescens,-97.533333,18.05
nigrescens,-97.543889,17.473611
nigrescens,-97.54917,17.84056
nigrescens,-97.55,17.84222
nigrescens,-97.55,17.85
nigrescens,-97.574477,18.049283
nigrescens,-97.6,17.81667
nigrescens,-97.75,17.35
nigrescens,-97.829727,17.223328
nigrescens,-97.83333,17.23333
nigrescens,-97.83333,17.25
nigrescens,-97.83333,17.25
nigrescens,-97.948275,18.325018
nigrescens,-97.983333,17.45
nigrescens,-97.991667,17.458333
occidentalis,-103.041839,19.893376
occidentalis,-103.42416,20.777603
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.697944,20.048889
occidentalis,-103.698251,20.048759
occidentalis,-103.747183,19.953976
occidentalis,-103.788727,20.014406
occidentalis,-103.80244,20.023393
occidentalis,-103.826919,20.013122
occidentalis,-103.999106,20.300242
ownbeyi,-104.123757,23.341567
ownbeyi,-104.124444,23.371944
ownbeyi,-104.142091,23.425453
ownbeyi,-104.149722,23.382778
ownbeyi,-104.158758,23.275459
ownbeyi,-104.175425,23.342123
ownbeyi,-104.175425,23.408787
ownbeyi,-104.178203,23.400454
ownbeyi,-104.179444,23.408333
ownbeyi,-104.225201,23.055116
ownbeyi,-104.281944,23.135833
ownbeyi,-104.385152,23.358086
ownbeyi,-104.39,22.964444
ownbeyi,-104.39,22.964444
ownbeyi,-104.540944,23.03325
ownbeyi,-104.541435,23.033927
ownbeyi,-104.554444,23.078611
ownbeyi,-104.554444,23.078611
ownbeyi,-104.56945,22.971891
ownbeyi,-104.593711,20.371097
ownbeyi,-104.603055,22.935556
ownbeyi,-104.613889,22.937222
ownbeyi,-104.625433,22.792147
ownbeyi,-104.640303,20.401991
ownbeyi,-104.687778,22.981667
ownbeyi,-104.687778,22.981667
ownbeyi,-104.701546,22.982138
ownbeyi,-104.748931,20.492404
ownbeyi,-104.826187,20.731524
ownbeyi,-104.873992,20.693309
ownbeyi,-104.916109,20.662244
ownbeyi,-104.956723,23.54178
ownbeyi,-105.040895,23.633893
ownbeyi,-105.041602,23.635072
ownbeyi,-105.07741,23.64074
ownbeyi,-105.100113,23.602473
ownbeyi,-105.160072,23.885523
ownbeyi,-105.164337,23.907928
ownbeyi,-105.171111,23.873889
ownbeyi,-105.198964,23.806186
ownbeyi,-105.254444,20.357778
ownbeyi,-105.271,23.8547
ownbeyi,-105.308784,23.858763
ownbeyi,-105.319004,23.84864
ownbeyi,-105.327222,23.57839
ownbeyi,-105.329317,23.578474
ownbeyi,-105.342118,23.825431
ownbeyi,-105.342118,23.825431
ownbeyi,-105.486084,23.725344
ownbeyi,-105.586667,24.085278
ownbeyi,-105.586667,24.085278
ownbeyi,-105.592128,25.108707
ownbeyi,-105.662402,23.712935
ownbeyi,-105.670555,23.716667
ownbeyi,-105.723055,23.700833
ownbeyi,-105.743055,24.078333
ownbeyi,-105.80374,23.414717
ownbeyi,-108.734167,28.397028
ownbeyi,-108.79,28.394167
ownbeyi,-108.790569,28.394808
pringlei,-97.387222,17.707222
pringlei,-97.387222,17.707222
pringlei,-97.59,16.935
pringlei,-97.75,17.35
pringlei,-97.75,17.35
pringlei,-97.98333,17.45
pringlei,-98.84192,18.9817
pringlei,-98.950993,18.769959
pringlei,-99.0725,18.74472
pringlei,-99.0725,18.74472
pringlei,-99.0725,18.74472
pringlei,-99.085278,19.016667
pringlei,-99.085278,19.016667
pringlei,-99.091667,19.008333
pringlei,-99.095555,19.01
pringlei,-99.095555,19.01
pringlei,-99.095556,19.01
pringlei,-99.1,18.983334
pringlei,-99.1,18.986667
pringlei,-99.238055,18.925556
pringlei,-99.303055,19.036667
pringlei,-99.316944,18.450278
pringlei,-99.331667,18.466667
pringlei,-99.400483,18.805729
pringlei,-99.59015,18.603603
pringlei,-99.6,18.55
pringlei,-99.6008,18.5505
pringlei,-99.605121,18.556547
pringlei,-99.60592,18.554459
pringlei,-99.608055,18.593889
pringlei,-99.619083,18.577639
pringlei,-99.620833,18.569722
pringlei,-99.6209,18.56983
pringlei,-99.620917,18.569833
pringlei,-99.624194,18.598
pringlei,-99.6242,18.598
pringlei,-99.645,18.648333
pringlei,-99.648889,18.629445
pringlei,-99.6754024,18.8448167
pringlei,-99.678611,18.580833
pringlei,-99.798922,18.938297
pringlei,-99.798922,18.938297
pringlei,-99.807298,21.358825
pringlei,-99.8089,18.94031
pringlei,-99.818056,17.669167
pringlei,-99.818056,17.669167
pringlei,-99.831389,19.049166
pringlei,-99.877778,19.046389
pringlei,-99.889722,17.698333
pringlei,-99.938611,17.698611
pringlei,-99.938611,17.698611
pringlei,-99.938611,17.698611
pringlei,-99.938611,17.698611
pringlei,-99.984289,18.770047
pringlei,-100,18.916667
pringlei,-100,18.916667
pringlei,-100,18.916667
pringlei,-100.003889,17.788333
pringlei,-100.003889,17.788333
pringlei,-100.295,19.116939
pringlei,-100.35,18.683333
pringlei,-102.532886,23.950465
purpureus,-93.216667,16.183333
purpureus,-93.216667,16.183333
purpureus,-93.216667,16.183333
purpureus,-93.216667,16.183333
purpureus,-96.716667,17.05
purpureus,-98.725106,18.90818
purpureus,-98.793611,19.039169
purpureus,-98.795,19.0447
purpureus,-98.795,19.0447
purpureus,-98.8,19.05
purpureus,-98.89,19.485556
purpureus,-98.909822,24.565693
purpureus,-98.909822,24.565693
purpureus,-99.23,18.936667
purpureus,-99.279722,18.959167
purpureus,-99.392222,24.147777
purpureus,-99.415833,18.421667
purpureus,-99.415833,18.421667
purpureus,-99.55657,18.909324
purpureus,-99.6005,18.5477
purpureus,-99.6033978,18.6007476
purpureus,-99.6033978,18.6007476
purpureus,-99.61155,21.15502
purpureus,-99.684722,18.666667
purpureus,-99.684722,18.666667
purpureus,-99.691722,18.673111
purpureus,-99.73417,18.33222
purpureus,-99.766667,18.458159
purpureus,-99.766667,18.458159
purpureus,-99.880253,21.288256
purpureus,-100.00389,17.78833
purpureus,-100.107278,19.960333
purpureus,-100.107278,19.960333
purpureus,-100.147222,19.961944
purpureus,-100.147917,19.961417
purpureus,-100.14806,19.96139
purpureus,-100.14806,19.96139
purpureus,-100.268424,20.127103
purpureus,-100.366667,19.4
purpureus,-100.36775,19.39911
purpureus,-100.396558,19.409228
purpureus,-100.433889,19.382778
purpureus,-100.433889,19.382778
purpureus,-100.443333,19.893333
purpureus,-100.4501379,19.4916688
purpureus,-100.469167,19.61
purpureus,-100.628333,19.863333
purpureus,-100.633333,19.896667
purpureus,-100.686389,19.898331
purpureus,-100.686416,19.898558
purpureus,-100.686667,19.896667
purpureus,-100.690244,20.186672
purpureus,-100.701636,20.017231
purpureus,-100.708096,20.023094
purpureus,-100.708219,20.023279
purpureus,-100.826944,19.858333
purpureus,-100.826944,19.858333
purpureus,-100.826944,19.858333
purpureus,-100.833333,22.083333
purpureus,-100.833333,22.083333
purpureus,-101.095,19.656028
purpureus,-101.1025,19.611111
purpureus,-101.124387,19.670635
purpureus,-101.133333,19.616667
purpureus,-101.133333,19.618333
purpureus,-101.134001,19.642226
purpureus,-101.136944,19.693611
purpureus,-101.138611,19.689444
purpureus,-101.143055,19.6925
purpureus,-101.147778,19.639722
purpureus,-101.14823,19.639267
purpureus,-101.1484388,19.6424605
purpureus,-101.148667,19.64375
purpureus,-101.150833,19.623889
purpureus,-101.151667,19.651667
purpureus,-101.154661,19.679756
purpureus,-101.157046,19.647773
purpureus,-101.157049,19.647596
purpureus,-101.157367,19.64793
purpureus,-101.158467,19.649052
purpureus,-101.178,19.6503
purpureus,-101.191667,19.675
purpureus,-101.191667,19.675
purpureus,-101.199197,19.635651
purpureus,-101.2125,19.665833
purpureus,-101.21637,19.637328
purpureus,-101.256372,19.757554
purpureus,-101.261667,19.64
purpureus,-101.339728,19.450563
purpureus,-101.357813,19.486837
purpureus,-101.360393,19.489473
purpureus,-101.364167,19.433333
purpureus,-101.36833,19.66056
purpureus,-101.368333,19.660556
purpureus,-101.368333,19.660556
purpureus,-101.37,20.015
purpureus,-101.375248,19.60854
purpureus,-101.383055,19.609722
purpureus,-101.383056,19.601389
purpureus,-101.383056,19.601389
purpureus,-101.38306,19.60972
purpureus,-101.4004,19.694427
purpureus,-101.428333,19.895
purpureus,-101.428333,19.895
purpureus,-101.5145,19.663167
purpureus,-101.5145,19.663167
purpureus,-101.5145,19.663167
purpureus,-101.515,19.73
purpureus,-101.526667,19.535
purpureus,-101.573306,19.613474
purpureus,-101.6,19.54
purpureus,-101.609722,19.516389
purpureus,-101.623245,19.826288
purpureus,-101.638333,19.404722
purpureus,-101.641966,19.511468
purpureus,-101.676667,19.821667
purpureus,-101.758333,19.919444
purpureus,-101.8333,19.1667
purpureus,-101.835833,19.494722
purpureus,-101.852778,19.827722
purpureus,-101.852778,19.827722
purpureus,-101.997222,20.166944
purpureus,-101.997222,20.171389
purpureus,-102.020194,19.850861
purpureus,-102.133333,19.85
purpureus,-102.214216,19.948441
purpureus,-102.223333,19.706667
purpureus,-102.388,21.0798
purpureus,-102.475,19.588333
purpureus,-102.53278,23.95056
purpureus,-102.577,20.8158
purpureus,-102.5993,21.486662
purpureus,-102.665,20.6672
purpureus,-102.691,21.2994
purpureus,-102.768333,20.796667
purpureus,-102.984272,19.913419
purpureus,-103.101667,19.81
purpureus,-103.105,20.3977
purpureus,-103.11605,19.993283
purpureus,-103.330833,20.746389
purpureus,-103.333333,20.666667
purpureus,-103.335,21.693
purpureus,-103.3463183,20.6769352
purpureus,-103.355556,20.775
purpureus,-103.373425,20.766319
purpureus,-103.390153,20.787403
purpureus,-103.390153,20.787403
purpureus,-103.39275,20.785417
purpureus,-103.396,20.4139
purpureus,-103.396,20.7268
purpureus,-103.408055,20.744444
purpureus,-103.416667,20.283333
purpureus,-103.433333,20.633333
purpureus,-103.438333,20.648333
purpureus,-103.447727,20.218926
purpureus,-103.456333,19.773037
purpureus,-103.457029,20.658426
purpureus,-103.459,20.662
purpureus,-103.465118,20.655916
purpureus,-103.466667,20.316667
purpureus,-103.466667,20.316667
purpureus,-103.472245,20.684371
purpureus,-103.472324,20.684683
purpureus,-103.478389,21.277
purpureus,-103.483,20.3518
purpureus,-103.483,20.52
purpureus,-103.5,20.866667
purpureus,-103.503,20.88
purpureus,-103.512715,20.502225
purpureus,-103.514194,20.507285
purpureus,-103.51593,20.712426
purpureus,-103.565,22.5113
purpureus,-103.581168,20.678833
purpureus,-103.583333,20.233333
purpureus,-103.600561,19.882781
purpureus,-103.624291,20.777794
purpureus,-103.708333,20.075
purpureus,-103.716667,20.133333
purpureus,-103.735866,21.876426
purpureus,-103.8,22.633
purpureus,-103.866667,22.6
purpureus,-103.923333,23.62
purpureus,-103.923633,20.265517
purpureus,-103.93,20.4387
purpureus,-104.043446,20.637282
purpureus,-104.054519,20.652047
purpureus,-104.055483,20.652995
purpureus,-104.056069,20.650055
purpureus,-104.06,20.655651
purpureus,-104.133333,23.436667
purpureus,-104.143517,23.474983
purpureus,-104.179444,23.408333
purpureus,-104.183383,19.880117
purpureus,-104.19611,19.92722
purpureus,-104.196111,19.927222
purpureus,-104.197547,21.605325
purpureus,-104.225982,23.376843
purpureus,-104.227778,23.364167
purpureus,-104.229167,23.389722
purpureus,-104.244444,23.364167
purpureus,-104.25876,23.39212
purpureus,-104.265,23.145
purpureus,-104.265,23.1825
purpureus,-104.268055,23.416111
purpureus,-104.268056,23.416111
purpureus,-104.275,19.625
purpureus,-104.275427,23.458784
purpureus,-104.301625,20.55095
purpureus,-104.302305,20.548889
purpureus,-104.308333,23.458333
purpureus,-104.325,19.678333
purpureus,-104.403919,20.434064
purpureus,-104.409167,24.008333
purpureus,-104.412005,23.746097
purpureus,-104.481,19.6605
purpureus,-104.48361,23.99583
purpureus,-104.483611,23.995833
purpureus,-104.533333,20.316667
purpureus,-104.607081,20.395136
