OBS,geometry
1,POINT (-100.3481 22.1858)
1,POINT (-100.3484 22.18635)
1,POINT (-100.3494 22.19167)
1,POINT (-100.2862 22.16984)
1,POINT (-100.2705 22.19887)
1,POINT (-100.2846 22.17153)
1,POINT (-100.3481 22.18583)
1,POINT (-100.3478 22.18528)
1,POINT (-100.3494 22.19167)
1,POINT (-100.3153 22.2025)
1,POINT (-100.3158 22.20222)
1,POINT (-100.3482 22.18594)
1,POINT (-100.3478 22.18528)
1,POINT (-99.57528 22.15861)
1,POINT (-100.3482 22.18594)
