species,decimalLatitude,decimalLongitude
barbatus,19.261129,-99.189667
barbatus,17.158065,-96.720472
barbatus,19.344835,-99.087129
barbatus,19.250172,-99.141572
barbatus,19.297299,-99.199474
barbatus,19.322088,-99.144303
barbatus,19.214506,-99.043616
barbatus,19.59265,-99.075273
barbatus,20.691002,-99.836334
barbatus,17.883615,-97.346669
barbatus,19.495552,-98.814462
barbatus,19.257956,-99.139633
barbatus,17.889081,-97.342722
barbatus,19.579936,-99.082412
barbatus,20.135764,-98.702507
barbatus,19.16995,-98.977159
barbatus,19.310469,-99.706863
barbatus,19.576059,-99.08268
barbatus,16.28917,-96.629609
barbatus,19.496208,-98.818355
barbatus,20.027032,-99.150202
barbatus,19.329471,-99.241328
barbatus,21.330345,-101.561462
barbatus,19.31327,-99.180778
barbatus,19.247255,-99.214216
barbatus,21.876647,-102.423033
barbatus,19.705833,-101.137117
barbatus,21.882345,-102.419358
barbatus,21.87725,-102.423187
barbatus,21.877328,-102.422713
barbatus,21.877328,-102.423255
barbatus,21.876663,-102.423125
barbatus,20.681104,-99.800587
barbatus,17.43368,-97.457032
barbatus,19.467041,-99.292633
barbatus,20.811797,-100.519958
barbatus,19.254051,-99.203683
barbatus,18.866339,-98.251472
barbatus,19.362495,-98.50684
barbatus,19.6208,-98.096
barbatus,17.148333,-96.724722
barbatus,20.404781,-100.26635
barbatus,19.06902,-98.346082
barbatus,18.905268,-98.303218
barbatus,19.748129,-98.840141
barbatus,19.238426,-99.144557
barbatus,20.684475,-99.801296
barbatus,20.118879,-99.81394
barbatus,19.254656,-99.141761
barbatus,17.24889,-96.4611
barbatus,20.13597,-98.6981
barbatus,20.79856,-99.2539
barbatus,21.98667,-100.661
barbatus,23.93056,-104.90639
barbatus,23.80111,-104.7625
barbatus,20.92528,-100.37833
barbatus,20.067,-99.1083
barbatus,19.24833,-99.19722
barbatus,17.86667,-97.85
barbatus,17.68306,-97.42722
barbatus,16.31917,-96.30139
barbatus,19.317,-99.197
barbatus,17.84056,-97.54917
barbatus,25.167,-103.25
barbatus,18.57194,-99.58
barbatus,17.31667,-98.05
barbatus,17.31928,-98.07625
barbatus,17.35,-98.01667
barbatus,21.148,-101.19292
barbatus,17.475,-97.558333
barbatus,17.31667,-98.06667
barbatus,18.025,-97.558333
barbatus,17.7,-97.41667
barbatus,17.83333,-97.55
barbatus,17.691667,-97.441667
barbatus,17.83333,-97.6
barbatus,17.691667,-97.441667
barbatus,28.65,-105.3
barbatus,19.683,-101.117
barbatus,28.123684,-107.52147
barbatus,25.10833,-103.225
barbatus,26.932734,-105.663494
barbatus,22.06894,-100.528
barbatus,28.241305,-106.837167
barbatus,17.54572,-97.31017
barbatus,20.80336,-99.2628
barbatus,19.97575,-100.098
barbatus,16.54683,-95.9525
barbatus,16.252,-96.535
barbatus,19.60694,-101.38806
barbatus,21.552,-101.677
barbatus,28.26768,-106.89336
barbatus,19.60361,-101.38722
barbatus,19.27111,-99.17028
barbatus,17.49989,-97.45697
barbatus,17.115,-96.71
barbatus,20.1125,-99.4625
