species,decimalLatitude,decimalLongitude
barbatus,21.658333,-102.228333
barbatus,17.226667,-95.05
barbatus,19.404722,-101.638333
barbatus,20.183889,-98.7575
barbatus,19.486667,-100.493333
barbatus,25.746667,-105.043333
barbatus,21.015,-101.255
barbatus,19.253333,-99.173333
barbatus,20.11,-99.633333
barbatus,17.775,-97.108333
barbatus,19.708333,-99.325
barbatus,19.3320059,-98.6874477
barbatus,19.675,-99.358333
barbatus,19.708333,-99.325
barbatus,19.675,-99.258333
barbatus,19.291667,-99.241667
barbatus,19.441667,-99.325
barbatus,19.591667,-99.375
barbatus,19.275,-99.141667
barbatus,19.591667,-99.141667
barbatus,19.314226,-99.182892
barbatus,17.128675,-96.638395
barbatus,20.954332,-100.1343
barbatus,19.749264,-101.094071
barbatus,19.074169,-98.347467
barbatus,19.313521,-99.181534
barbatus,19.313295,-99.18145
barbatus,19.313328,-99.181056
barbatus,28.216667,-107.483333
barbatus,28.52151,-106.604371
barbatus,20.6484,-99.005
barbatus,20.829772,-99.694245
barbatus,20.202137,-98.818558
barbatus,21.144169,-101.433688
barbatus,17.871723,-97.51797
barbatus,21.083748,-99.658257
barbatus,18.985681,-98.332817
barbatus,18.9591,-98.349236
barbatus,17.812064,-96.902047
barbatus,19.207547,-99.954033
barbatus,25.157036,-103.270369
barbatus,19.964106,-99.841431
barbatus,26.822309,-106.014376
barbatus,29.082576,-106.374435
barbatus,29.069974,-106.53923
barbatus,28.404085,-107.069321
barbatus,17.148172,-96.67802
barbatus,19.287651,-99.201007
barbatus,18.993972,-98.343192
barbatus,19.003817,-98.331025
barbatus,19.314444,-99.193792
barbatus,19.313045,-99.180701
barbatus,21.95968,-102.343158
barbatus,17.914389,-97.453065
barbatus,17.023878,-96.66604
barbatus,19.023925,-98.360589
barbatus,19.062978,-98.351661
barbatus,19.072944,-98.345475
barbatus,19.291966,-99.198682
barbatus,27.916969,-107.055204
barbatus,20.378668,-99.65084
barbatus,19.316158,-99.183422
barbatus,19.517753,-98.161671
barbatus,20.632522,-98.859873
barbatus,25.141667,-106.525
barbatus,19.456389,-98.864722
barbatus,19.862222,-99.2275
barbatus,19.456389,-98.864722
barbatus,18.960278,-100.1175
barbatus,23.744167,-103.794444
barbatus,19.697222,-99.322778
barbatus,20.613333,-99.116389
barbatus,23.403056,-104.17
barbatus,20.171111,-98.733333
barbatus,21.149444,-99.6675
barbatus,19.623889,-101.150833
barbatus,20.018056,-100.707222
barbatus,19.645556,-99.393889
barbatus,19.588611,-99.057222
barbatus,19.588611,-99.057222
barbatus,20.133611,-98.708056
barbatus,19.793333,-101.176667
barbatus,18.211667,-97.540833
barbatus,18.605917,-99.611472
barbatus,20.991481,-101.226212
barbatus,18.976294,-99.252886
barbatus,19.29718,-98.828936
barbatus,23.8011,-104.763
barbatus,16.83,-96.42
barbatus,17.25,-96.67
barbatus,23.9306,-104.906
barbatus,19.627157,-98.132962
barbatus,19.463711,-98.084564
barbatus,19.258184,-99.137878
barbatus,17.202935,-96.737641
barbatus,19.319567,-99.189506
barbatus,20.035451,-99.155817
barbatus,20.021904,-99.151869
barbatus,16.2,-96.61
barbatus,16.55,-96.96
barbatus,19.38,-99.24
barbatus,19.6925,-101.143055
barbatus,17.883333,-96.55
barbatus,19.635,-99.314722
barbatus,28.800396,-106.466749
barbatus,19.288333,-99.176111
barbatus,19.301667,-99.1825
barbatus,21.283333,-104.783333
barbatus,20.75,-99.35
barbatus,19.72,-99.9
barbatus,19.693611,-101.136944
barbatus,20.23333,-98.71666
barbatus,19.291667,-99.198889
barbatus,28.233,-106.83
barbatus,17.83333,-97.13333
barbatus,19.635,-99.354167
barbatus,17.346389,-98.040833
barbatus,17.66666,-97.41666
barbatus,28.65,-105.3
barbatus,19.485556,-98.89
barbatus,19.512222,-98.88
barbatus,23.86666,-104.76666
barbatus,19.661389,-99.237778
barbatus,19.86,-99.33
barbatus,19.92,-98.74
barbatus,19.18,-99.27
barbatus,19.77,-98.58
barbatus,19.21,-99.11
barbatus,23.93,-104.9
barbatus,23.8,-104.76
barbatus,23.93,-104.9
barbatus,23.92,-104.94
barbatus,19.606944,-101.388055
barbatus,18.088831,-97.014341
barbatus,21,-101.2667
barbatus,28.96611,-106.21861
barbatus,28.96611,-106.21861
barbatus,28.96611,-106.21861
barbatus,17.908182,-97.426254
barbatus,19.329307,-99.237005
catalinae,31.049945,-116.028302
catalinae,31.943764,-116.528931
cernuus,18.20389,-101.44722
cernuus,19.005367,-99.099363
cernuus,19.036156,-99.0802
cernuus,20.881667,-99.236667
cernuus,19.018972,-99.152167
cernuus,19.017611,-99.0875
cernuus,19.018972,-99.152167
cernuus,19.015639,-99.084972
cernuus,19.013333,-99.095278
cernuus,19.853333,-100.453333
cernuus,18.981944,-99.239444
cernuus,18.955833,-99.264167
cernuus,18.955833,-99.264167
cernuus,18.981944,-99.239444
cernuus,19.013333,-99.095278
cernuus,18.8514758,-99.8842973
cernuus,18.966667,-99.268333
cernuus,18.936667,-99.23
cernuus,18.936667,-99.23
cernuus,18.936667,-99.23
cernuus,18.978222,-99.01721
cernuus,18.982816,-98.994693
cernuus,18.981667,-99.239444
cernuus,18.935556,-98.984167
clavatus,27.583333,-113
clavatus,24.991667,-110.925
concolor,32.03732,-115.822013
concolor,31.79738,-115.842608
concolor,31.797092,-115.842706
concolor,31.797388,-115.841573
concolor,30.9667,-115.6167
concolor,30.9725,-115.7447
concolor,32.0428,-115.9174
concolor,30.9667,-115.6167
concolor,31.9,-116.0833
concolor,32.034647,-115.929195
concolor,32.05029,-115.939304
concolor,32.052008,-115.938233
concolor,31.79378,-115.847228
concolor,30.788753,-115.379744
concolor,32.50306,-116.061114
concolor,32.502927,-116.061222
concolor,32.441057,-116.022119
concolor,31.885367,-116.080008
concolor,31.885958,-116.094781
concolor,31.884971,-116.081376
concolor,31.885485,-116.080266
concolor,31.885182,-116.079809
concolor,32.489505,-116.094901
concolor,31.919953,-116.076028
concolor,31.885835,-116.094777
concolor,32.044486,-115.928162
concolor,31.999889,-116.666917
concolor,32.28333,-116.01667
concolor,31.7,-115.75
concolor,31.6241,-116.0319
concolor,32.26498,-115.88217
concolor,30.98333,-115.58333
concolor,32.41667,-116.03333
concolor,32.58333,-116.01
concolor,30.95,-115.6
concolor,32.178972,-115.928875
concolor,32.177553,-115.92901
concolor,32.038807,-115.936438
concolor,32.19515,-115.929573
concolor,32.178798,-115.928992
concolor,30.969183,-115.584007
concolor,32.018135,-115.944212
concolor,32.178128,-115.929475
concolor,32.039597,-115.936286
concolor,32.178836,-115.928925
concolor,32.043247,-115.921631
concolor,32.378854,-115.948844
concolor,32.075967,-115.867325
concolor,30.95,-115.6
concolor,31.88333,-116.6
concolor,31.86667,-116.55
concolor,30.95,-115.6
concolor,32.28333,-116.01667
concolor,32.583333,-116.01
concolor,32.26498,-115.88217
concolor,32,-116.83333
concolor,31.9,-116.63333
concolor,32.1,-116.86667
concolor,31.88333,-116.6
concolor,31.7,-115.75
concolor,31.6241,-116.0319
concolor,32.41667,-116.03333
concolor,32.4229,-116.1462
concolor,31.55,-116.61667
concolor,30.966667,-115.616667
concolor,31.9,-116.083333
concolor,30.966667,-115.616667
concolor,32,-116.666667
concolor,32.45,-116.13333
concolor,32.079886,-115.911181
concolor,32.078747,-115.871162
concolor,30.95,-115.6
concolor,32.5249,-116.392
concolor,30.958333,-115.608333
concolor,30.991667,-115.591667
concolor,32.047511,-115.919844
concolor,32,-116.67
dunnii,31.075541,-116.044614
dunnii,31.082628,-116.119522
exilis,19.9,-100.983333
exilis,20.216667,-98.733333
exilis,19.9,-100.983333
exilis,20.216667,-98.733333
exilis,20.2,-98.733333
exilis,20.19364,-98.7363
exilis,20.213889,-98.730556
exilis,20.2125,-98.729167
exilis,20.1964,-98.7029
exilis,20.1713,-98.738
exilis,20.1964,-98.7029
exilis,20.178333,-98.7125
exilis,20.123611,-98.740278
exilis,20.165303,-98.72585
exilis,20.325278,-98.798611
exilis,20.1964,-98.7029
exilis,20.1817,-98.7097
exilis,19.0219,-100.035
exilis,20.1713,-98.738
exilis,23.6168,-103.927
exilis,20.191064,-98.713702
exilis,20.180035,-98.722936
exilis,20.178583,-98.712611
exilis,23.275,-104.158333
exilis,23.341111,-104.123333
exilis,20.183333,-98.7375
exilis,20.083333,-98.55
exilis,20.183333,-98.7375
exilis,20.183333,-98.7375
exilis,20.213889,-98.730556
exilis,20.183333,-98.7375
exilis,20.176389,-98.709722
exilis,20.195833,-98.745833
exilis,20.176389,-98.727778
exilis,20.183333,-98.7375
exilis,20.183333,-98.7375
exilis,20.183333,-98.7375
exilis,20.186411,-98.739031
exilis,20.198569,-98.738031
exilis,20.123485,-98.736107
exilis,20.186411,-98.739031
exilis,30.140236,-108.3275
exilis,20.202489,-98.7439
exilis,20.186411,-98.739031
exilis,20.123485,-98.736107
exilis,20.185,-98.739722
exilis,20.168056,-98.728611
exilis,20.185,-98.739722
exilis,20.1929227,-98.7395419
exilis,22.941667,-104.608333
exilis,23.008333,-104.108333
exilis,18.95,-100.083889
exilis,18.953056,-100.131944
exilis,18.953056,-100.131944
exilis,18.95,-100.083889
exilis,18.953056,-100.131944
exilis,18.95,-100.083889
exilis,18.953056,-100.131944
exilis,18.953056,-100.131944
exilis,22.916143,-104.64464
exilis,20.1971536,-98.7274667
exilis,23.285953,-104.120649
exilis,20.158455,-98.728609
exilis,20.296667,-99.308333
exilis,20.123333,-98.736667
exilis,23.62,-103.923333
exilis,22.913333,-104.6
exilis,20.215,-98.731667
exilis,18.971667,-100.13
exilis,23.347692,-104.113011
exilis,20.186389,-98.735556
exilis,23.011667,-104.305
exilis,20.186632,-98.716997
exilis,20.191067,-98.713671
exilis,20.186389,-98.735556
exilis,23.35,-104.120556
exilis,19.560278,-98.699167
exilis,22.931111,-104.626667
exilis,20.133,-98.666
exilis,20.17,-98.73
exilis,20.54056,-98.92944
exilis,20.54056,-98.92944
exilis,20.186056,-98.716684
exilis,23.950465,-102.532886
flexuosus,31.6600498,-116.5305786
flexuosus,30.516667,-115.933333
flexuosus,30.516667,-115.933333
fuscus,25.666667,-100.5
fuscus,19.57,-103.45
fuscus,24,-100
fuscus,18.881083,-100.308778
fuscus,19.95,-103.75
fuscus,25.666667,-100.5
fuscus,18.85,-100.17
fuscus,18.81666,-100.28305
fuscus,19.05,-99.87
fuscus,18.99,-99.99
fuscus,18.85,-100.17
fuscus,18.85,-100.17
fuscus,18.897067,-100.332107
fuscus,18.946372,-100.17127
fuscus,20.549,-104.303
fuscus,18.93747,-99.79867
fuscus,18.57194,-99.58
fuscus,19.95,-103.75
fuscus,18.46752,-99.3424
fuscus,20.549,-104.303
fuscus,20.458,-104.393
fuscus,18.88972,-99.7597
fuscus,18.94083,-100.15583
fuscus,21.35,-103.22194
fuscus,18.58583,-99.61861
fuscus,18.85,-100.417
fuscus,19.053869,-99.87805
fuscus,18.946372,-100.17127
fuscus,20.323889,-104.016667
fuscus,20.438889,-104.431944
fuscus,20.516667,-98.445
fuscus,20.203833,-104.203055
fuscus,20.202778,-104.405833
fuscus,20.866667,-103.506667
fuscus,25,-100.33333
fuscus,19.044417,-100.04405
fuscus,28.55514,-107.492401
fuscus,20.4139,-103.396
fuscus,19.7843,-103.488
fuscus,20.4139,-103.396
fuscus,18.9394,-100.185
fuscus,20.2913,-103.897
fuscus,19.7966,-103.482
fuscus,19.5843,-103.049
fuscus,20.4146,-103.397
fuscus,19.949999,-103.751201
fuscus,19.053869,-99.87805
fuscus,18.482828,-99.343886
fuscus,23.740833,-103.780278
fuscus,27.148333,-107.567222
fuscus,20.439111,-104.432194
fuscus,26.950556,-106.578333
fuscus,20.54945,-104.302833
fuscus,20.439111,-104.432194
fuscus,20.457583,-104.392517
fuscus,19.994683,-103.800433
fuscus,20.54945,-104.302833
fuscus,18.928028,-100.147805
fuscus,18.990563,-99.996398
fuscus,19.052781,-99.879719
fuscus,18.916667,-100.166667
fuscus,20.870408,-103.506836
fuscus,18.852492,-100.171839
fuscus,19.098428,-99.968519
fuscus,19.106667,-100.061667
fuscus,19.033333,-100.033333
fuscus,19.033333,-100.033333
fuscus,18.953056,-100.131944
fuscus,18.953056,-100.131944
fuscus,18.91955,-100.151269
fuscus,19.098328,-99.914439
fuscus,19.055747,-100.045497
fuscus,19.085828,-99.939169
fuscus,19.036939,-99.968889
fuscus,19.081911,-99.954439
fuscus,19.056108,-100.008058
fuscus,19.095114,-99.975658
fuscus,19.128058,-99.9325
fuscus,19.041669,-100.210828
fuscus,19.078589,-99.904956
fuscus,19.102219,-100.027778
fuscus,19.043086,-99.909169
fuscus,19.073369,-99.940447
fuscus,19.430556,-103.8425
fuscus,18.602778,-99.63
fuscus,18.585833,-99.618611
fuscus,18.585833,-99.618611
fuscus,18.571944,-99.58
fuscus,18.579444,-99.646111
fuscus,18.587778,-99.639167
fuscus,18.586944,-99.620278
fuscus,18.604722,-99.712222
fuscus,18.997491,-99.06148
fuscus,19.041667,-100.005
fuscus,18.986667,-99.1
fuscus,18.986667,-99.1
fuscus,20.648333,-103.438333
fuscus,19.978333,-103.26
fuscus,18.961667,-99.59
fuscus,19.086667,-100.056667
fuscus,20.725278,-103.564167
fuscus,19.818333,-103.465
fuscus,18.940556,-100.154444
fuscus,18.971667,-100.13
fuscus,18.956922,-100.12624
fuscus,18.951184,-100.122313
fuscus,18.9558621,-100.1253583
fuscus,25.358333,-105.758333
fuscus,25.350833,-105.759444
fuscus,25.083333,-105.597778
fuscus,25.120833,-106.525
fuscus,18.691389,-100.140389
fuscus,18.063472,-94.38125
fuscus,18.833333,-100.316667
fuscus,18.95,-100.08
fuscus,19.05,-99.87
fuscus,18.99,-99.99
fuscus,18.81666,-100.28305
fuscus,23.7,-99.75
fuscus,18.85,-100.17
fuscus,19.42917,-99.58389
fuscus,19.42917,-99.58389
fuscus,23.950465,-102.532886
ghiesbreghtii,16.75,-92.633333
ghiesbreghtii,19.7,-98.483333
ghiesbreghtii,20.75,-99.35
ghiesbreghtii,16.727097,-92.626743
ghiesbreghtii,16.727371,-92.623546
ghiesbreghtii,16.727103,-92.62583
ghiesbreghtii,16.71985,-92.603294
ghiesbreghtii,23.951069,-102.527629
ghiesbreghtii,21.292594,-99.127
ghiesbreghtii,21.292594,-99.127
ghiesbreghtii,21.292594,-99.127
ghiesbreghtii,21.292594,-99.127
ghiesbreghtii,19.7,-98.483333
ghiesbreghtii,20.75,-99.35
ghiesbreghtii,16.75,-92.633333
ghiesbreghtii,20.985803,-99.206886
ghiesbreghtii,16.235186,-92.159488
ghiesbreghtii,16.11832,-91.802162
ghiesbreghtii,20.97469,-99.2247
ghiesbreghtii,20.61639,-99.02444
ghiesbreghtii,16.585,-92.52083
ghiesbreghtii,16.704,-92.612
ghiesbreghtii,16.71361,-92.61472
ghiesbreghtii,16.741667,-92.641667
ghiesbreghtii,21.0346,-99.1922
ghiesbreghtii,20.94695,-99.211842
ghiesbreghtii,20.616389,-99.024444
ghiesbreghtii,16.551111,-92.5275
ghiesbreghtii,21.008614,-99.179661
ghiesbreghtii,16.183916,-92.171159
ghiesbreghtii,21.0346,-99.1922
ghiesbreghtii,16.7027,-92.6099
ghiesbreghtii,20.2837,-98.6645
ghiesbreghtii,16.7029,-92.6425
ghiesbreghtii,16.0815,-92.0403
ghiesbreghtii,21.008278,-99.179555
ghiesbreghtii,20.303611,-98.788889
ghiesbreghtii,16.585,-92.520833
ghiesbreghtii,16.703833,-92.6124
ghiesbreghtii,20.941694,-99.211167
ghiesbreghtii,16.566667,-92.5
ghiesbreghtii,20.705665,-99.100031
ghiesbreghtii,16.699505,-92.605991
ghiesbreghtii,16.5,-92.37
ghiesbreghtii,16.15,-92.2
ghiesbreghtii,16.49,-92.3
ghiesbreghtii,21.03,-99.19
ghiesbreghtii,16.1525,-92.25389
ghiesbreghtii,23.950465,-102.532886
hartwegii,21.881667,-102.291389
hartwegii,20.854267,-103.866587
hartwegii,22.794167,-104.5825
hartwegii,22.183333,-103.833333
hartwegii,20.333333,-103.666667
hartwegii,21.064317,-103.421688
hartwegii,20.847054,-102.847234
hartwegii,20.777622,-103.575583
hartwegii,21.418639,-104.897944
hartwegii,20.852,-103.648
hartwegii,21.277,-103.478
hartwegii,20.852,-103.512
hartwegii,21.40611,-104.98222
hartwegii,22.1,-104.39
hartwegii,21.358333,-104.575
hartwegii,22.25,-104.667
hartwegii,21.333,-104.55
hartwegii,22.25,-104.617
hartwegii,22.25,-104.667
hartwegii,22.317,-104.333
hartwegii,21.717,-104.217
hartwegii,20.852,-103.512
hartwegii,21.33389,-103.22278
hartwegii,21.426,-104.954
hartwegii,21.426,-104.954
hartwegii,22.2,-104.667
hartwegii,21.083,-104.267
hartwegii,21.37194,-103.5
hartwegii,21.123333,-104.506667
hartwegii,21.433333,-104.95
hartwegii,19.74722,-101.36472
hartwegii,20.6545,-104.854
hartwegii,21.3068,-104.904
hartwegii,21.083333,-104.266667
hartwegii,21.35,-104.733333
hartwegii,21.3641,-104.903
hartwegii,21.0439,-104.218
hartwegii,22.2531,-104.42
hartwegii,21.3503,-104.573
hartwegii,21.2312,-104.864
hartwegii,22.2822,-104.703
hartwegii,20.9049,-103.876
hartwegii,21.4333,-104.95
hartwegii,21.3539,-104.574
hartwegii,21.193889,-103.183333
hartwegii,21.107222,-103.122778
hartwegii,21.4825,-103.482222
hartwegii,21.334167,-103.225
hartwegii,21.391667,-103.116667
hartwegii,21.35,-103.221944
hartwegii,21.3575,-103.218055
hartwegii,22.743611,-103.095278
hartwegii,20.49285,-103.035683
hartwegii,20.852117,-103.647967
hartwegii,20.9613,-103.4135
hartwegii,20.803583,-100.769717
hartwegii,20.851533,-103.512267
hartwegii,20.851533,-103.512267
hartwegii,21.432222,-104.957222
hartwegii,21.4375,-104.946111
hartwegii,21.371944,-103.5
hartwegii,21.113371,-104.518159
hartwegii,22.251389,-104.517222
hartwegii,21.125,-104.291667
hartwegii,21.39,-104.088333
hartwegii,21.236667,-104.9
hartwegii,21.041944,-104.211111
hartwegii,21.063333,-104.501667
hartwegii,20.676667,-103.346667
hartwegii,21.043333,-103.43
hartwegii,20.720278,-103.391944
hartwegii,21.962222,-102.343056
hartwegii,21.333333,-104.593333
hartwegii,20.850256,-103.502044
hartwegii,22.2014,-104.247
hartwegii,22.25,-104.66666
hartwegii,22.25,-104.616667
hartwegii,21.333333,-104.566667
hartwegii,22.433333,-104.333333
hartwegii,21.3,-104.9
hartwegii,21.316667,-104.683333
hartwegii,21.433333,-104.95
hartwegii,22.216667,-104.65
hartwegii,23.95056,-102.53278
hartwegii,23.950465,-102.532886
kennedyi,30.75833,-110.917
kennedyi,30.686667,-110.8815
kennedyi,30.758333,-110.932778
kennedyi,30.749444,-110.734167
kennedyi,32.2931,-115.984
kennedyi,32.29311,-115.98406
kennedyi,30.8333,-111.078
kennedyi,30.833333,-110.626889
kennedyi,30.841528,-110.643361
marcellae,25.745747,-100.3946
marcellae,26.803462,-101.455359
marcellae,23.621306,-99.275861
marcellae,24.041891,-99.725121
marcellae,25.43417,-100.576487
marcellae,25.426857,-100.238798
marcellae,23.96667,-99.7
marcellae,23.9575,-99.77833
marcellae,25.467,-100.667
marcellae,23.97778,-99.55778
marcellae,22.415531,-100.78277
marcellae,22.23826,-100.808144
marcellae,21.351683,-99.82438
marcellae,21.351683,-99.82438
marcellae,22.411495,-100.786858
marcellae,23.78636,-99.90878
marcellae,21.37787,-99.799
marcellae,25.343433,-100.611588
marcellae,25.453527,-100.662928
marcellae,25.453983,-100.662927
marcellae,23.97778,-99.55778
marcellae,23.9709,-99.7961
marcellae,24.7,-99.85
marcellae,24.81667,-99.86667
marcellae,23.96667,-99.71222
marcellae,25.40556,-100.725
marcellae,22.424461,-100.7799
marcellae,23.9709,-99.7961
marcellae,25.38994,-100.720043
marcellae,21.903542,-100.338076
marcellae,21.106674,-99.716999
marcellae,23.810194,-99.895528
marcellae,25.435278,-100.403611
marcellae,23.993182,-99.715235
marcellae,23.802333,-99.844717
marcellae,25.405556,-100.725
marcellae,23.960222,-100.015547
marcellae,24.596669,-99.888331
marcellae,23.81,-99.845
marcellae,23.993182,-99.715235
marcellae,23.993182,-99.715235
marcellae,25.006311,-100.279736
marcellae,24.816667,-99.866667
marcellae,23.8036431,-99.8997022
marcellae,24.823889,-100.076939
marcellae,23.966667,-99.712361
marcellae,24.7,-99.85
marcellae,23.977778,-99.557778
marcellae,23.949439,-99.846389
marcellae,23.963061,-99.528331
marcellae,24.012614,-99.803137
marcellae,23.892967,-99.812858
marcellae,23.810194,-99.895528
marcellae,23.925071,-99.814739
marcellae,23.751228,-99.960489
marcellae,24.09,-99.81
marcellae,23.966667,-99.733333
marcellae,23.966667,-99.733333
marcellae,23.966667,-99.733333
marcellae,24.61,-99.88
marcellae,25.416667,-100.716667
marcellae,24.82,-100.07
marcellae,23.82,-99.89
marcellae,24,-99.08333
mendozae,22.191667,-100.349444
mendozae,22.16984,-100.286164
mendozae,22.198869,-100.270543
mendozae,22.171529,-100.284641
mendozae,22.185833,-100.348055
mendozae,22.185278,-100.347778
mendozae,22.191667,-100.349444
mendozae,22.191667,-100.349444
mendozae,22.2025,-100.315278
mendozae,22.202222,-100.315833
mendozae,22.185944,-100.34825
mendozae,22.185278,-100.347778
mendozae,22.158611,-99.575278
mendozae,22.185944,-100.34825
nigrescens,17.43368,-97.457032
nigrescens,18.01667,-97.53333
nigrescens,18.01667,-97.53333
nigrescens,17.223328,-97.829727
nigrescens,17.84056,-97.54917
nigrescens,17.81667,-97.6
nigrescens,17.35,-97.75
nigrescens,17.25,-97.83333
nigrescens,17.85,-97.55
nigrescens,18.05,-97.533333
nigrescens,17.917147,-97.506912
nigrescens,17.25,-97.83333
nigrescens,17.84222,-97.55
nigrescens,17.68833,-97.41944
nigrescens,18.049283,-97.574477
nigrescens,17.473611,-97.543889
nigrescens,18.091667,-97.525
nigrescens,17.23333,-97.83333
nigrescens,17.720057,-97.413283
nigrescens,18.691667,-97.441667
nigrescens,17.85244,-97.511672
nigrescens,17.691167,-97.415167
nigrescens,17.691056,-97.415222
nigrescens,17.702778,-97.392194
nigrescens,18.169722,-97.465556
nigrescens,17.458333,-97.991667
nigrescens,18.325018,-97.948275
nigrescens,17.725806,-97.105972
nigrescens,17.585417,-97.086889
nigrescens,17.45,-97.983333
occidentalis,20.014406,-103.788727
occidentalis,20.777603,-103.42416
occidentalis,20.048889,-103.697944
occidentalis,20.048889,-103.697944
occidentalis,20.048889,-103.697944
occidentalis,20.048889,-103.697944
occidentalis,20.048889,-103.697944
occidentalis,20.048889,-103.697944
occidentalis,20.023393,-103.80244
occidentalis,19.893376,-103.041839
occidentalis,20.300242,-103.999106
occidentalis,20.048759,-103.698251
occidentalis,20.048889,-103.697944
ownbeyi,23.414717,-105.80374
ownbeyi,20.662244,-104.916109
ownbeyi,20.492404,-104.748931
ownbeyi,23.055116,-104.225201
ownbeyi,23.806186,-105.198964
ownbeyi,23.078611,-104.554444
ownbeyi,23.825431,-105.342118
ownbeyi,23.275459,-104.158758
ownbeyi,22.981667,-104.687778
ownbeyi,23.716667,-105.670555
ownbeyi,23.371944,-104.124444
ownbeyi,22.964444,-104.39
ownbeyi,24.085278,-105.586667
ownbeyi,23.078611,-104.554444
ownbeyi,22.964444,-104.39
ownbeyi,24.078333,-105.743055
ownbeyi,22.982138,-104.701546
ownbeyi,23.342123,-104.175425
ownbeyi,23.712935,-105.662402
ownbeyi,25.108707,-105.592128
ownbeyi,23.907928,-105.164337
ownbeyi,24.085278,-105.586667
ownbeyi,28.394167,-108.79
ownbeyi,23.873889,-105.171111
ownbeyi,23.425453,-104.142091
ownbeyi,23.341567,-104.123757
ownbeyi,23.700833,-105.723055
ownbeyi,23.135833,-104.281944
ownbeyi,23.825431,-105.342118
ownbeyi,23.400454,-104.178203
ownbeyi,23.408333,-104.179444
ownbeyi,23.03325,-104.540944
ownbeyi,22.935556,-104.603055
ownbeyi,22.937222,-104.613889
ownbeyi,23.408787,-104.175425
ownbeyi,22.792147,-104.625433
ownbeyi,22.981667,-104.687778
ownbeyi,23.858763,-105.308784
ownbeyi,23.885523,-105.160072
ownbeyi,23.382778,-104.149722
ownbeyi,20.693309,-104.873992
ownbeyi,23.84864,-105.319004
ownbeyi,20.731524,-104.826187
ownbeyi,23.725344,-105.486084
ownbeyi,22.971891,-104.56945
ownbeyi,20.401991,-104.640303
ownbeyi,23.358086,-104.385152
ownbeyi,23.635072,-105.041602
ownbeyi,23.602473,-105.100113
ownbeyi,23.54178,-104.956723
ownbeyi,23.64074,-105.07741
ownbeyi,23.633893,-105.040895
ownbeyi,23.57839,-105.327222
ownbeyi,23.578474,-105.329317
ownbeyi,23.8547,-105.271
ownbeyi,23.033927,-104.541435
ownbeyi,20.357778,-105.254444
ownbeyi,28.397028,-108.734167
ownbeyi,20.371097,-104.593711
ownbeyi,28.394808,-108.790569
palmeri,32.178873,-115.862235
palmeri,32.018948,-115.975172
palmeri,32.151568,-115.9599
palmeri,31.869996,-115.968466
palmeri,32.078678,-115.980359
palmeri,32.052,-115.978361
palmeri,32.112252,-115.928667
palmeri,32.286297,-115.825447
palmeri,31.111142,-115.67557
palmeri,32.354342,-115.935007
palmeri,32.227326,-115.958191
palmeri,32.385319,-115.873522
palmeri,31.758453,-116.019928
palmeri,30.597781,-115.967702
palmeri,31.646057,-116.120724
palmeri,32.03314,-115.887397
palmeri,32.156103,-115.829876
palmeri,32.077739,-115.869672
palmeri,32.054313,-115.838452
palmeri,32.412579,-116.161635
palmeri,31.257749,-115.632169
palmeri,32.06332,-115.90892
palmeri,31.91195,-116.11685
palmeri,31.08333,-115.89167
palmeri,32.04614,-115.90796
palmeri,31.14016,-115.73066
palmeri,28.48005,-113.62342
palmeri,32.60833,-116.15
palmeri,31.06669,-115.58172
palmeri,30.73333,-115.56667
palmeri,30.3815,-115.0941
palmeri,31.63333,-115.63333
palmeri,30.9914,-115.64288
palmeri,32.10417,-115.92083
palmeri,31.9125,-116.09167
palmeri,31.0201,-115.4703
palmeri,30.16667,-115.15
palmeri,31.481868,-115.791093
palmeri,31.543676,-115.714988
palmeri,31.54569,-115.716381
palmeri,32.222913,-116.118623
palmeri,32.052679,-115.820413
palmeri,32.094122,-116.188698
palmeri,31.73249,-115.89272
palmeri,32.135902,-115.966797
palmeri,31.923052,-115.867171
palmeri,32.091934,-115.920201
palmeri,32.187351,-115.969768
palmeri,31.801224,-115.878551
palmeri,32.60833,-116.15
palmeri,31.91195,-116.11685
palmeri,30.3815,-115.0941
palmeri,30.9914,-115.64288
palmeri,31.06669,-115.58172
palmeri,31.14016,-115.73066
palmeri,32.04614,-115.90796
palmeri,28.48005,-113.62342
palmeri,31.9125,-116.09167
palmeri,30.166667,-115.15
palmeri,32.10417,-115.92083
palmeri,31.08333,-115.89167
palmeri,31.0201,-115.4703
palmeri,30.73333,-115.56667
palmeri,31.63333,-115.63333
palmeri,32.059447,-115.912731
palmeri,32.06332,-115.90892
palmeri,32.180562,-115.925607
palmeri,32.085418,-116.09125
palmeri,32.141409,-115.968465
palmeri,32.176353,-115.804572
pringlei,18.983334,-99.1
pringlei,19.049166,-99.831389
pringlei,18.770047,-99.984289
pringlei,18.769959,-98.950993
pringlei,18.554459,-99.60592
pringlei,19.01,-99.095555
pringlei,18.916667,-100
pringlei,18.916667,-100
pringlei,18.916667,-100
pringlei,18.55,-99.6
pringlei,18.938297,-99.798922
pringlei,18.603603,-99.59015
pringlei,18.598,-99.6242
pringlei,18.56983,-99.6209
pringlei,18.94031,-99.8089
pringlei,17.45,-97.98333
pringlei,17.35,-97.75
pringlei,18.9817,-98.84192
pringlei,18.683333,-100.35
pringlei,18.569722,-99.620833
pringlei,19.01,-99.095555
