"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dimorphic",8.88729965288151,2.45532609161856,25.803842032454,22.508461426403,22.5700325528121,5.63644558295822
"Monomorphic",51.936064465043,2.45532609161856,25.9749383319979,24.1511699985639,22.9988592347776,5.6612332544149
