"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Erect",0.541195952874835,2.54750985433258,25.9179735723339,23.094186858541,23.0015359404075,5.45034548297942
"Nodding",0.482246592614524,2.54750985433258,25.8979715006599,22.4513314493228,22.4764541419189,5.43205501697389
