"tip_state","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"Dense",0.54193148521741,2.38681917443217,25.8097819362174,22.8249596387461,22.8177184500784,5.84988839019358
"Sparse",0.824439928802646,2.38681917443217,25.72665389167,22.6396739006882,22.6740203692005,5.78515436388731
